id,question,answer,solution,difficulty,type,n
hanoi_ko_easy_0010,"4개의 원판이 있는 하노이의 탑 퍼즐의 최적 해법에서,
모든 원판은 기둥 0에서 시작하여 기둥 1(으)로 이동해야 합니다 (기둥 2은(는) 보조).
가장 큰 원판(원판 4)은 정확히 1번 이동합니다.
그 이동을 (원판, 출발기둥, 도착기둥) 형식으로 답하시오.","(4, 0, 1)","STEP0=메타 · STEP1=주어진 조건 · STEP2=풀이 과정 · STEP3=정답 및 검증
[STEP 0] 문제 메타
  - 최적 하노이의 탑 (2^n-1 이동) 및 표준 규칙
  - 최종 답은 [STEP 3]에서 확인
[STEP 1] 주어진 조건
  - n, 기둥 번호, k (문제에 명시된 대로)
[STEP 2] 풀이 과정
  · 요약: 가장 큰 원판의 유일한 이동 시점 파악 · n=4 · 총 이동=15 · 유형=largest_disk_move · 2 SEGs
    [SEG 1] 가장 큰 원판(원판 4)은 최적 해법에서 정확히 1번 이동
    [SEG 2] 8번째 이동에서 움직임: 기둥 0 → 기둥 1
[STEP 3] 정답 및 검증
  - 최종 답: (4, 0, 1)
  - 2^공식 / 시뮬레이션과 [SEG] 추적 결과 교차 검증.",easy,largest_disk_move,4
hanoi_ko_easy_0011,"3개의 원판이 있는 하노이의 탑 퍼즐의 최적 해법에서,
모든 원판은 기둥 2에서 시작하여 기둥 0(으)로 이동해야 합니다 (기둥 1은(는) 보조).
가장 큰 원판(원판 3)은 정확히 1번 이동합니다.
그 이동을 (원판, 출발기둥, 도착기둥) 형식으로 답하시오.","(3, 2, 0)","STEP0=메타 · STEP1=주어진 조건 · STEP2=풀이 과정 · STEP3=정답 및 검증
[STEP 0] 문제 메타
  - 최적 하노이의 탑 (2^n-1 이동) 및 표준 규칙
  - 최종 답은 [STEP 3]에서 확인
[STEP 1] 주어진 조건
  - n, 기둥 번호, k (문제에 명시된 대로)
[STEP 2] 풀이 과정
  · 요약: 가장 큰 원판의 유일한 이동 시점 파악 · n=3 · 총 이동=7 · 유형=largest_disk_move · 2 SEGs
    [SEG 1] 가장 큰 원판(원판 3)은 최적 해법에서 정확히 1번 이동
    [SEG 2] 4번째 이동에서 움직임: 기둥 2 → 기둥 0
[STEP 3] 정답 및 검증
  - 최종 답: (3, 2, 0)
  - 2^공식 / 시뮬레이션과 [SEG] 추적 결과 교차 검증.",easy,largest_disk_move,3
hanoi_ko_easy_0012,"4개의 원판이 있는 하노이의 탑 퍼즐에서, 모든 원판은 기둥 2에 놓여 있습니다.
목표는 기둥 0을(를) 보조 기둥으로 사용하여 모든 원판을 기둥 1(으)로 옮기는 것입니다.
일반적인 규칙(한 번에 하나의 원판만 이동, 큰 원판을 작은 원판 위에 놓을 수 없음)을 따릅니다.
퍼즐을 완성하는 데 필요한 최소 이동 횟수는 얼마입니까?
답을 (최소이동횟수, 최소이동횟수, 최소이동횟수) 형식으로 쓰시오.","(15, 15, 15)","STEP0=메타 · STEP1=주어진 조건 · STEP2=풀이 과정 · STEP3=정답 및 검증
[STEP 0] 문제 메타
  - 최적 하노이의 탑 (2^n-1 이동) 및 표준 규칙
  - 최종 답은 [STEP 3]에서 확인
[STEP 1] 주어진 조건
  - n, 기둥 번호, k (문제에 명시된 대로)
[STEP 2] 풀이 과정
  · 요약: 2^n-1 최소 이동 공식 적용 · n=4 · 총 이동=15 · 유형=min_moves · 2 SEGs
    [SEG 1] n개 원판의 최소 이동 횟수 = 2^n - 1
    [SEG 2] n = 4이므로 2^4 - 1 = 15
[STEP 3] 정답 및 검증
  - 최종 답: (15, 15, 15)
  - 2^공식 / 시뮬레이션과 [SEG] 추적 결과 교차 검증.",easy,min_moves,4
hanoi_ko_easy_0013,"3개의 원판이 있는 하노이의 탑 퍼즐(기둥 1 → 기둥 2, 기둥 0 보조)의
최적 이동 수열에서, 정확히 5번의 이동이 수행된 후
기둥 2에 있는 원판들은 무엇입니까? 오름차순으로 나열하시오.","(3, 2, 2)","STEP0=메타 · STEP1=주어진 조건 · STEP2=풀이 과정 · STEP3=정답 및 검증
[STEP 0] 문제 메타
  - 최적 하노이의 탑 (2^n-1 이동) 및 표준 규칙
  - 최종 답은 [STEP 3]에서 확인
[STEP 1] 주어진 조건
  - n, 기둥 번호, k (문제에 명시된 대로)
[STEP 2] 풀이 과정
  · 요약: k번 이동 후 기둥 상태 시뮬레이션 · n=3 · 총 이동=7 · 유형=disks_on_peg_after_k · 4 SEGs
    [SEG 1] 3개 원판의 최적 수열 생성
    [SEG 2] 5번 이동 시뮬레이션
    [SEG 3] 5번 이동 후 상태: 기둥 0: [2], 기둥 1: [1], 기둥 2: [3]
    [SEG 4] 기둥 2에 있는 원판: [3]
[STEP 3] 정답 및 검증
  - 최종 답: (3, 2, 2)
  - 2^공식 / 시뮬레이션과 [SEG] 추적 결과 교차 검증.",easy,disks_on_peg_after_k,3
hanoi_ko_easy_0014,"4개의 원판이 있는 하노이의 탑 최적 해법에서, 모든 원판은 기둥 2에서 시작하여
기둥 1(으)로 이동해야 합니다 (기둥 0은(는) 보조).
정확히 5번의 이동 후, 원판 1은(는) 어느 기둥에 위치합니까?","(1, 2, 2)","STEP0=메타 · STEP1=주어진 조건 · STEP2=풀이 과정 · STEP3=정답 및 검증
[STEP 0] 문제 메타
  - 최적 하노이의 탑 (2^n-1 이동) 및 표준 규칙
  - 최종 답은 [STEP 3]에서 확인
[STEP 1] 주어진 조건
  - n, 기둥 번호, k (문제에 명시된 대로)
[STEP 2] 풀이 과정
  · 요약: k번 이동 후 특정 원판 위치 시뮬레이션 · n=4 · 총 이동=15 · 유형=where_is_disk_after_k · 4 SEGs
    [SEG 1] 4개 원판의 최적 수열 생성
    [SEG 2] 초기 상태에서 5번 이동 시뮬레이션
    [SEG 3] 5번 이동 후 상태: 기둥 0: [3], 기둥 1: [2], 기둥 2: [4, 1]
    [SEG 4] 원판 1은(는) 기둥 2에 위치
[STEP 3] 정답 및 검증
  - 최종 답: (1, 2, 2)
  - 2^공식 / 시뮬레이션과 [SEG] 추적 결과 교차 검증.",easy,where_is_disk_after_k,4
hanoi_ko_easy_0015,"4개의 원판이 있는 하노이의 탑 퍼즐에서, 모든 원판은 기둥 2에 놓여 있습니다.
목표는 기둥 1을(를) 보조 기둥으로 사용하여 모든 원판을 기둥 0(으)로 옮기는 것입니다.
일반적인 규칙(한 번에 하나의 원판만 이동, 큰 원판을 작은 원판 위에 놓을 수 없음)을 따릅니다.
퍼즐을 완성하는 데 필요한 최소 이동 횟수는 얼마입니까?
답을 (최소이동횟수, 최소이동횟수, 최소이동횟수) 형식으로 쓰시오.","(15, 15, 15)","STEP0=메타 · STEP1=주어진 조건 · STEP2=풀이 과정 · STEP3=정답 및 검증
[STEP 0] 문제 메타
  - 최적 하노이의 탑 (2^n-1 이동) 및 표준 규칙
  - 최종 답은 [STEP 3]에서 확인
[STEP 1] 주어진 조건
  - n, 기둥 번호, k (문제에 명시된 대로)
[STEP 2] 풀이 과정
  · 요약: 2^n-1 최소 이동 공식 적용 · n=4 · 총 이동=15 · 유형=min_moves · 2 SEGs
    [SEG 1] n개 원판의 최소 이동 횟수 = 2^n - 1
    [SEG 2] n = 4이므로 2^4 - 1 = 15
[STEP 3] 정답 및 검증
  - 최종 답: (15, 15, 15)
  - 2^공식 / 시뮬레이션과 [SEG] 추적 결과 교차 검증.",easy,min_moves,4
hanoi_ko_easy_0016,"3개의 원판이 있는 하노이의 탑 퍼즐에서, 모든 원판은 기둥 1에 놓여 있습니다.
목표는 기둥 2을(를) 보조 기둥으로 사용하여 모든 원판을 기둥 0(으)로 옮기는 것입니다.
일반적인 규칙(한 번에 하나의 원판만 이동, 큰 원판을 작은 원판 위에 놓을 수 없음)을 따릅니다.
퍼즐을 완성하는 데 필요한 최소 이동 횟수는 얼마입니까?
답을 (최소이동횟수, 최소이동횟수, 최소이동횟수) 형식으로 쓰시오.","(7, 7, 7)","STEP0=메타 · STEP1=주어진 조건 · STEP2=풀이 과정 · STEP3=정답 및 검증
[STEP 0] 문제 메타
  - 최적 하노이의 탑 (2^n-1 이동) 및 표준 규칙
  - 최종 답은 [STEP 3]에서 확인
[STEP 1] 주어진 조건
  - n, 기둥 번호, k (문제에 명시된 대로)
[STEP 2] 풀이 과정
  · 요약: 2^n-1 최소 이동 공식 적용 · n=3 · 총 이동=7 · 유형=min_moves · 2 SEGs
    [SEG 1] n개 원판의 최소 이동 횟수 = 2^n - 1
    [SEG 2] n = 3이므로 2^3 - 1 = 7
[STEP 3] 정답 및 검증
  - 최종 답: (7, 7, 7)
  - 2^공식 / 시뮬레이션과 [SEG] 추적 결과 교차 검증.",easy,min_moves,3
hanoi_ko_easy_0017,"4개의 원판이 있는 하노이의 탑 퍼즐에서, 모든 원판은 기둥 2에 놓여 있습니다.
목표는 기둥 0을(를) 보조 기둥으로 사용하여 모든 원판을 기둥 1(으)로 옮기는 것입니다.
일반적인 규칙(한 번에 하나의 원판만 이동, 큰 원판을 작은 원판 위에 놓을 수 없음)을 따릅니다.
퍼즐을 완성하는 데 필요한 최소 이동 횟수는 얼마입니까?
답을 (최소이동횟수, 최소이동횟수, 최소이동횟수) 형식으로 쓰시오.","(15, 15, 15)","STEP0=메타 · STEP1=주어진 조건 · STEP2=풀이 과정 · STEP3=정답 및 검증
[STEP 0] 문제 메타
  - 최적 하노이의 탑 (2^n-1 이동) 및 표준 규칙
  - 최종 답은 [STEP 3]에서 확인
[STEP 1] 주어진 조건
  - n, 기둥 번호, k (문제에 명시된 대로)
[STEP 2] 풀이 과정
  · 요약: 2^n-1 최소 이동 공식 적용 · n=4 · 총 이동=15 · 유형=min_moves · 2 SEGs
    [SEG 1] n개 원판의 최소 이동 횟수 = 2^n - 1
    [SEG 2] n = 4이므로 2^4 - 1 = 15
[STEP 3] 정답 및 검증
  - 최종 답: (15, 15, 15)
  - 2^공식 / 시뮬레이션과 [SEG] 추적 결과 교차 검증.",easy,min_moves,4
hanoi_ko_easy_0018,"4개의 원판이 있는 하노이의 탑 퍼즐(기둥 2 → 기둥 1, 기둥 0 보조)의
최적 이동 수열에서, 정확히 3번의 이동이 수행된 후
기둥 0에 있는 원판들은 무엇입니까? 오름차순으로 나열하시오.","(없음, 0, 0)","STEP0=메타 · STEP1=주어진 조건 · STEP2=풀이 과정 · STEP3=정답 및 검증
[STEP 0] 문제 메타
  - 최적 하노이의 탑 (2^n-1 이동) 및 표준 규칙
  - 최종 답은 [STEP 3]에서 확인
[STEP 1] 주어진 조건
  - n, 기둥 번호, k (문제에 명시된 대로)
[STEP 2] 풀이 과정
  · 요약: k번 이동 후 기둥 상태 시뮬레이션 · n=4 · 총 이동=15 · 유형=disks_on_peg_after_k · 4 SEGs
    [SEG 1] 4개 원판의 최적 수열 생성
    [SEG 2] 3번 이동 시뮬레이션
    [SEG 3] 3번 이동 후 상태: 기둥 0: [], 기둥 1: [2, 1], 기둥 2: [4, 3]
    [SEG 4] 기둥 0에 있는 원판: 없음
[STEP 3] 정답 및 검증
  - 최종 답: (없음, 0, 0)
  - 2^공식 / 시뮬레이션과 [SEG] 추적 결과 교차 검증.",easy,disks_on_peg_after_k,4
hanoi_ko_easy_0019,"3개의 원판이 있는 하노이의 탑 퍼즐의 최적 해법을 생각해 봅시다.
모든 원판은 기둥 2에서 시작하여 기둥 0(으)로 이동해야 합니다 (기둥 1은(는) 보조).
이 최적 수열에서 5번째 이동에서 어떤 원판이 움직입니까?","(1, 1, 2)","STEP0=메타 · STEP1=주어진 조건 · STEP2=풀이 과정 · STEP3=정답 및 검증
[STEP 0] 문제 메타
  - 최적 하노이의 탑 (2^n-1 이동) 및 표준 규칙
  - 최종 답은 [STEP 3]에서 확인
[STEP 1] 주어진 조건
  - n, 기둥 번호, k (문제에 명시된 대로)
[STEP 2] 풀이 과정
  · 요약: 최적 수열을 생성하여 k번째 이동의 원판 식별 · n=3 · 총 이동=7 · 유형=kth_disk · 3 SEGs
    [SEG 1] 3개 원판의 최적 이동 수열 생성: 기둥 2 → 기둥 0
    [SEG 2] 총 이동 횟수 = 7
    [SEG 3] 5번째 이동은 원판 1이(가) 기둥 1에서 기둥 2(으)로 이동
[STEP 3] 정답 및 검증
  - 최종 답: (1, 1, 2)
  - 2^공식 / 시뮬레이션과 [SEG] 추적 결과 교차 검증.",easy,kth_disk,3
hanoi_ko_easy_0020,"3개의 원판이 있는 하노이의 탑 퍼즐(기둥 1 → 기둥 2, 기둥 0 보조)의
최적 이동 수열에서, 정확히 1번의 이동이 수행된 후
기둥 0에 있는 원판들은 무엇입니까? 오름차순으로 나열하시오.","(없음, 0, 0)","STEP0=메타 · STEP1=주어진 조건 · STEP2=풀이 과정 · STEP3=정답 및 검증
[STEP 0] 문제 메타
  - 최적 하노이의 탑 (2^n-1 이동) 및 표준 규칙
  - 최종 답은 [STEP 3]에서 확인
[STEP 1] 주어진 조건
  - n, 기둥 번호, k (문제에 명시된 대로)
[STEP 2] 풀이 과정
  · 요약: k번 이동 후 기둥 상태 시뮬레이션 · n=3 · 총 이동=7 · 유형=disks_on_peg_after_k · 4 SEGs
    [SEG 1] 3개 원판의 최적 수열 생성
    [SEG 2] 1번 이동 시뮬레이션
    [SEG 3] 1번 이동 후 상태: 기둥 0: [], 기둥 1: [3, 2], 기둥 2: [1]
    [SEG 4] 기둥 0에 있는 원판: 없음
[STEP 3] 정답 및 검증
  - 최종 답: (없음, 0, 0)
  - 2^공식 / 시뮬레이션과 [SEG] 추적 결과 교차 검증.",easy,disks_on_peg_after_k,3
hanoi_ko_easy_0021,"4개의 원판이 있는 하노이의 탑 퍼즐의 최적 해법에서,
원판 2은(는) 총 몇 번 이동합니까?","(2, 4, 4)","STEP0=메타 · STEP1=주어진 조건 · STEP2=풀이 과정 · STEP3=정답 및 검증
[STEP 0] 문제 메타
  - 최적 하노이의 탑 (2^n-1 이동) 및 표준 규칙
  - 최종 답은 [STEP 3]에서 확인
[STEP 1] 주어진 조건
  - n, 기둥 번호, k (문제에 명시된 대로)
[STEP 2] 풀이 과정
  · 요약: 2^(n-d) 이동 횟수 공식 적용 · n=4 · 총 이동=15 · 유형=disk_move_count · 3 SEGs
    [SEG 1] 최적 해법에서 원판 d는 2^(n-d)번 이동
    [SEG 2] 원판 2, n=4: 이동 횟수 = 2^(4-2) = 4
    [SEG 3] 카운팅으로 검증: 4
[STEP 3] 정답 및 검증
  - 최종 답: (2, 4, 4)
  - 2^공식 / 시뮬레이션과 [SEG] 추적 결과 교차 검증.",easy,disk_move_count,4
hanoi_ko_easy_0022,"3개의 원판이 있는 하노이의 탑 퍼즐에서, 모든 원판은 기둥 1에 놓여 있습니다.
목표는 기둥 0을(를) 보조 기둥으로 사용하여 모든 원판을 기둥 2(으)로 옮기는 것입니다.
일반적인 규칙(한 번에 하나의 원판만 이동, 큰 원판을 작은 원판 위에 놓을 수 없음)을 따릅니다.
퍼즐을 완성하는 데 필요한 최소 이동 횟수는 얼마입니까?
답을 (최소이동횟수, 최소이동횟수, 최소이동횟수) 형식으로 쓰시오.","(7, 7, 7)","STEP0=메타 · STEP1=주어진 조건 · STEP2=풀이 과정 · STEP3=정답 및 검증
[STEP 0] 문제 메타
  - 최적 하노이의 탑 (2^n-1 이동) 및 표준 규칙
  - 최종 답은 [STEP 3]에서 확인
[STEP 1] 주어진 조건
  - n, 기둥 번호, k (문제에 명시된 대로)
[STEP 2] 풀이 과정
  · 요약: 2^n-1 최소 이동 공식 적용 · n=3 · 총 이동=7 · 유형=min_moves · 2 SEGs
    [SEG 1] n개 원판의 최소 이동 횟수 = 2^n - 1
    [SEG 2] n = 3이므로 2^3 - 1 = 7
[STEP 3] 정답 및 검증
  - 최종 답: (7, 7, 7)
  - 2^공식 / 시뮬레이션과 [SEG] 추적 결과 교차 검증.",easy,min_moves,3
